DATE,원자재_수익률,미국채10년_변화BP,VIX_변화,장단기금리차_변화BP,신용스프레드_변화BP
2003-05-31,0.0,-52.0,-1.740000000000002,-33.999999999999986,9.00000000000003
2003-06-30,0.0,16.999999999999993,0.05000000000000071,18.000000000000014,-4.0000000000000036
2003-07-31,1.5273094388447817,95.00000000000001,-0.030000000000001137,46.99999999999997,-23.0
2003-08-31,0.0,-4.0000000000000036,-0.8599999999999994,-18.999999999999993,-12.00000000000001
2003-09-30,0.0,-49.00000000000002,4.09,-4.0000000000000036,10.999999999999988
2003-10-31,6.855609498240645,37.000000000000014,-6.619999999999997,2.0000000000000018,-20.999999999999996
2003-11-30,0.0,0.9999999999999787,0.21999999999999886,-20.000000000000018,-2.9999999999999805
2003-12-31,0.0,-7.000000000000028,1.9899999999999984,15.000000000000036,0.9999999999999787
2004-01-31,0.0,-10.999999999999943,-1.6799999999999997,-11.000000000000032,-14.999999999999991
2004-02-29,0.0,-16.999999999999993,-2.0799999999999983,1.000000000000023,2.0000000000000018
2004-03-31,0.0,-13.000000000000034,2.1899999999999977,-7.000000000000028,8.000000000000007
2004-04-30,14.220381005651529,67.00000000000004,0.45000000000000284,-3.999999999999959,-24.00000000000002
2004-05-31,0.0,12.99999999999999,-1.6900000000000013,-10.000000000000009,-2.0000000000000018
2004-06-30,0.0,-4.0000000000000036,-1.1600000000000001,-20.000000000000018,6.000000000000005
2004-07-31,2.842962008822991,-12.00000000000001,0.9800000000000004,-9.999999999999986,1.000000000000023
2004-08-31,0.0,-37.000000000000014,-0.030000000000001137,-10.000000000000009,8.999999999999986
2004-09-30,0.0,0.9999999999999787,-1.9499999999999993,-20.999999999999996,-8.000000000000007
2004-10-31,4.834975544510578,-8.999999999999986,2.9299999999999997,-2.0000000000000018,-2.0000000000000018
2004-11-30,0.0,31.00000000000005,-3.0299999999999994,-14.999999999999991,-13.99999999999999
2004-12-31,0.0,-12.00000000000001,0.049999999999998934,-18.000000000000014,-8.999999999999986
2005-01-31,0.0,-10.000000000000053,-0.46999999999999886,-30.999999999999993,-11.00000000000001
2005-02-28,0.0,22.000000000000064,-0.7400000000000002,-7.9999999999999964,-15.999999999999993
2005-03-31,0.0,13.999999999999968,1.9399999999999995,-7.000000000000006,4.999999999999982
2005-04-30,11.259028552470784,-29.000000000000004,1.290000000000001,-14.999999999999991,12.00000000000001
2005-05-31,0.0,-20.999999999999996,-2.0200000000000014,-15.000000000000002,13.99999999999999
2005-06-30,0.0,-6.000000000000005,-1.25,-12.0,-2.9999999999999805
2005-07-31,9.792640491052374,34.00000000000003,-0.46999999999999886,-2.0000000000000018,-20.000000000000018
2005-08-31,0.0,-26.000000000000068,1.0299999999999994,-8.000000000000002,10.000000000000009
2005-09-30,0.0,32.00000000000003,-0.6799999999999997,-1.9999999999999991,4.0000000000000036
2005-10-31,0.0,23.000000000000043,3.4000000000000004,1.0000000000000009,2.0000000000000018
2005-11-30,0.0,-8.000000000000007,-3.26,-10.0,5.999999999999983
2005-12-31,0.0,-10.000000000000053,0.009999999999999787,-9.000000000000002,-6.999999999999984
2006-01-31,0.0,14.000000000000057,0.879999999999999,1.0,-4.0000000000000036
2006-02-28,0.0,1.9999999999999574,-0.6099999999999994,-13.0,-13.00000000000001
2006-03-31,0.0,31.00000000000005,-0.9499999999999993,18.000000000000004,4.0000000000000036
2006-04-30,0.0,20.999999999999996,0.1999999999999993,16.0,-2.0000000000000018
2006-05-31,0.0,4.999999999999982,4.850000000000001,-12.000000000000002,-1.0000000000000009
2006-06-30,0.0,3.000000000000025,-3.360000000000001,-9.0,1.0000000000000009
2006-07-31,0.0,-16.000000000000014,1.8699999999999992,3.0,1.0000000000000009
2006-08-31,0.0,-25.0,-2.639999999999999,-7.000000000000001,5.000000000000004
2006-09-30,0.0,-10.000000000000053,-0.33000000000000007,-2.0000000000000004,-1.0000000000000009
2006-10-31,0.0,-2.999999999999936,-0.8800000000000008,-3.0,-8.000000000000007
2006-11-30,0.0,-15.000000000000036,-0.1899999999999995,-6.0,0.0
2006-12-31,0.0,25.0,0.6500000000000004,5.0,0.0
2007-01-31,0.0,12.00000000000001,-1.1400000000000006,0.0,-6.999999999999984
2007-02-28,0.0,-27.000000000000046,5.0,2.0000000000000004,3.0000000000000027
2007-03-31,0.0,9.000000000000075,-0.7799999999999994,16.0,14.999999999999991
2007-04-30,0.0,-2.000000000000046,-0.41999999999999993,-4.000000000000001,-7.000000000000006
2007-05-31,0.0,27.000000000000046,-1.17,-5.0,-7.999999999999985
2007-06-30,0.0,12.99999999999999,3.1799999999999997,18.0,-1.0000000000000009
2007-07-31,0.0,-25.0,7.289999999999999,6.0,26.0
2007-08-31,0.0,-24.00000000000002,-0.14000000000000057,17.0,19.99999999999997
2007-09-30,0.0,4.999999999999982,-5.379999999999999,23.0,-4.999999999999982
2007-10-31,40.71952916824966,-10.999999999999943,0.5300000000000011,-7.9999999999999964,-1.0000000000000009
2007-11-30,0.0,-51.00000000000002,4.34,39.0,48.00000000000002
